IPCA - variação % - Mediana - Mensal - Período de 01/01/2003 a 31/12/2004 para jan/2003 a dez/2005
Data;jan/2003;fev/2003;mar/2003;abr/2003;mai/2003;jun/2003;jul/2003;ago/2003;set/2003;out/2003;nov/2003;dez/2003;jan/2004;fev/2004;mar/2004;abr/2004;mai/2004;jun/2004;jul/2004;ago/2004;set/2004;out/2004;nov/2004;dez/2004;jan/2005;fev/2005;mar/2005;abr/2005;mai/2005;jun/2005;jul/2005;ago/2005;set/2005;out/2005;nov/2005;dez/2005;
27/02/2003; ;1,60;0,85;0,70;0,67;0,80;1,49;0,80;0,65;0,65;0,70;0,68;0,70;0,60;0,58; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
28/02/2003; ;1,60;0,85;0,70;0,65;0,80;1,49;0,80;0,65;0,65;0,70;0,68;0,70;0,60;0,58; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
05/03/2003; ;1,60;0,86;0,70;0,70;0,80;1,49;0,80;0,65;0,69;0,70;0,67;0,70;0,60;0,53; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
06/03/2003; ;1,60;0,85;0,70;0,70;0,80;1,50;0,80;0,65;0,70;0,70;0,68;0,70;0,60;0,53; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
07/03/2003; ;1,60;0,87;0,70;0,70;0,80;1,47;0,80;0,65;0,70;0,70;0,67;0,70;0,60;0,53; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
10/03/2003; ;1,60;0,87;0,70;0,70;0,80;1,47;0,80;0,65;0,70;0,70;0,67;0,70;0,60;0,51; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
11/03/2003; ;1,60;0,90;0,70;0,65;0,80;1,47;0,81;0,65;0,70;0,70;0,67;0,70;0,60;0,53; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
12/03/2003; ;1,60;0,90;0,70;0,65;0,80;1,47;0,81;0,65;0,70;0,70;0,67;0,70;0,60;0,58; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
13/03/2003; ;1,60;0,90;0,70;0,65;0,80;1,47;0,80;0,65;0,67;0,70;0,66;0,70;0,60;0,53; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
14/03/2003; ; ;0,90;0,70;0,65;0,79;1,47;0,80;0,65;0,67;0,70;0,66;0,70;0,60;0,52;0,60; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
17/03/2003; ; ;0,89;0,70;0,65;0,79;1,43;0,80;0,62;0,65;0,70;0,66;0,70;0,60;0,51;0,56; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
18/03/2003; ; ;0,88;0,70;0,65;0,78;1,41;0,80;0,62;0,65;0,70;0,66;0,70;0,60;0,50;0,57; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
19/03/2003; ; ;0,89;0,70;0,65;0,77;1,41;0,80;0,61;0,65;0,70;0,66;0,70;0,60;0,50;0,51; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
20/03/2003; ; ;0,87;0,70;0,65;0,78;1,40;0,80;0,62;0,65;0,69;0,67;0,70;0,60;0,50;0,52; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
21/03/2003; ; ;0,85;0,70;0,65;0,79;1,43;0,80;0,62;0,68;0,70;0,66;0,70;0,60;0,50;0,52; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
24/03/2003; ; ;0,85;0,70;0,61;0,75;1,40;0,80;0,61;0,69;0,70;0,67;0,70;0,60;0,51;0,52; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
25/03/2003; ; ;0,87;0,70;0,65;0,75;1,40;0,80;0,60;0,69;0,70;0,66;0,70;0,60;0,51;0,53; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
26/03/2003; ; ;0,90;0,70;0,65;0,75;1,40;0,80;0,60;0,69;0,70;0,66;0,70;0,60;0,51;0,53; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
27/03/2003; ; ;0,90;0,70;0,65;0,75;1,40;0,80;0,60;0,69;0,70;0,66;0,70;0,60;0,51;0,54; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
28/03/2003; ; ;0,90;0,70;0,62;0,78;1,45;0,80;0,60;0,70;0,70;0,65;0,70;0,60;0,51;0,54; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
31/03/2003; ; ;0,90;0,70;0,63;0,77;1,45;0,80;0,60;0,69;0,70;0,65;0,70;0,60;0,52;0,54; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
01/04/2003; ; ;0,90;0,70;0,63;0,77;1,45;0,80;0,60;0,69;0,70;0,65;0,70;0,60;0,52;0,54; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
02/04/2003; ; ;0,95;0,70;0,63;0,77;1,45;0,80;0,60;0,70;0,70;0,65;0,70;0,60;0,52;0,54; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
03/04/2003; ; ;0,94;0,70;0,64;0,78;1,45;0,80;0,60;0,70;0,69;0,65;0,70;0,60;0,52;0,53; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
04/04/2003; ; ;0,95;0,70;0,62;0,78;1,45;0,80;0,60;0,70;0,70;0,65;0,70;0,60;0,51;0,54; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
07/04/2003; ; ;0,95;0,70;0,60;0,76;1,47;0,80;0,60;0,69;0,67;0,65;0,70;0,60;0,50;0,52; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
08/04/2003; ; ;0,95;0,73;0,60;0,75;1,48;0,80;0,60;0,68;0,67;0,65;0,70;0,60;0,50;0,52; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
09/04/2003; ; ;0,95;0,73;0,60;0,75;1,45;0,80;0,60;0,68;0,68;0,65;0,70;0,60;0,50;0,53; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
10/04/2003; ; ; ;0,75;0,60;0,75;1,47;0,80;0,60;0,65;0,67;0,64;0,70;0,60;0,50;0,52;0,53; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
11/04/2003; ; ; ;0,80;0,60;0,73;1,47;0,79;0,60;0,60;0,66;0,60;0,70;0,60;0,50;0,53;0,50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
14/04/2003; ; ; ;0,80;0,60;0,73;1,45;0,79;0,60;0,60;0,66;0,60;0,70;0,60;0,50;0,53;0,50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
15/04/2003; ; ; ;0,80;0,60;0,72;1,45;0,80;0,60;0,60;0,66;0,61;0,70;0,60;0,50;0,52;0,48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
16/04/2003; ; ; ;0,83;0,60;0,71;1,45;0,80;0,60;0,60;0,66;0,61;0,70;0,60;0,50;0,52;0,50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
17/04/2003; ; ; ;0,90;0,60;0,70;1,45;0,80;0,60;0,60;0,65;0,60;0,70;0,60;0,50;0,53;0,48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
22/04/2003; ; ; ;0,90;0,61;0,70;1,45;0,75;0,60;0,60;0,65;0,60;0,70;0,60;0,50;0,54;0,48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
23/04/2003; ; ; ;0,94;0,60;0,70;1,45;0,78;0,60;0,60;0,64;0,60;0,70;0,61;0,52;0,55;0,49; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
24/04/2003; ; ; ;0,97;0,60;0,68;1,45;0,75;0,60;0,60;0,60;0,60;0,70;0,61;0,51;0,58;0,50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
25/04/2003; ; ; ;0,97;0,60;0,70;1,45;0,74;0,60;0,60;0,62;0,60;0,70;0,62;0,52;0,60;0,50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
28/04/2003; ; ; ;1,00;0,58;0,67;1,45;0,75;0,60;0,60;0,64;0,60;0,70;0,62;0,51;0,60;0,50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
29/04/2003; ; ; ;1,00;0,57;0,65;1,40;0,75;0,60;0,60;0,65;0,60;0,70;0,62;0,51;0,60;0,50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
30/04/2003; ; ; ;1,00;0,52;0,65;1,40;0,75;0,60;0,60;0,65;0,60;0,70;0,62;0,51;0,60;0,50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
02/05/2003; ; ; ;1,00;0,50;0,65;1,40;0,74;0,60;0,60;0,65;0,60;0,70;0,62;0,50;0,55;0,49; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
05/05/2003; ; ; ;1,00;0,50;0,65;1,40;0,74;0,60;0,60;0,65;0,60;0,75;0,63;0,50;0,60;0,46; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
06/05/2003; ; ; ;1,00;0,50;0,64;1,40;0,71;0,60;0,60;0,65;0,60;0,73;0,62;0,50;0,60;0,48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
07/05/2003; ; ; ;1,00;0,50;0,64;1,40;0,71;0,60;0,60;0,65;0,60;0,73;0,62;0,50;0,60;0,48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
08/05/2003; ; ; ;1,00;0,50;0,60;1,40;0,73;0,60;0,60;0,65;0,60;0,75;0,63;0,50;0,60;0,46; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
09/05/2003; ; ; ;1,00;0,50;0,60;1,40;0,73;0,60;0,60;0,65;0,60;0,75;0,63;0,50;0,60;0,46; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
12/05/2003; ; ; ;1,00;0,49;0,60;1,40;0,71;0,60;0,59;0,65;0,56;0,75;0,61;0,50;0,60;0,45; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
13/05/2003; ; ; ; ;0,47;0,60;1,40;0,70;0,60;0,55;0,65;0,56;0,73;0,61;0,50;0,57;0,40;0,44; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
14/05/2003; ; ; ; ;0,48;0,60;1,40;0,71;0,60;0,56;0,65;0,56;0,72;0,62;0,50;0,59;0,43;0,50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
15/05/2003; ; ; ; ;0,46;0,60;1,40;0,71;0,60;0,56;0,65;0,56;0,72;0,62;0,50;0,57;0,43;0,55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
16/05/2003; ; ; ; ;0,45;0,60;1,40;0,70;0,59;0,55;0,63;0,56;0,72;0,61;0,50;0,60;0,43;0,55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
19/05/2003; ; ; ; ;0,45;0,60;1,40;0,70;0,60;0,57;0,64;0,56;0,70;0,61;0,50;0,60;0,40;0,55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
20/05/2003; ; ; ; ;0,45;0,60;1,40;0,70;0,60;0,60;0,65;0,56;0,70;0,60;0,50;0,60;0,40;0,58; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
21/05/2003; ; ; ; ;0,45;0,60;1,36;0,70;0,60;0,60;0,65;0,60;0,70;0,60;0,50;0,60;0,40;0,55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
22/05/2003; ; ; ; ;0,45;0,60;1,40;0,70;0,60;0,60;0,65;0,60;0,70;0,60;0,50;0,60;0,40;0,55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
23/05/2003; ; ; ; ;0,45;0,60;1,40;0,70;0,60;0,60;0,65;0,60;0,70;0,60;0,50;0,60;0,40;0,55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
26/05/2003; ; ; ; ;0,45;0,60;1,40;0,70;0,60;0,60;0,65;0,60;0,70;0,60;0,50;0,60;0,40;0,55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
27/05/2003; ; ; ; ;0,48;0,59;1,40;0,70;0,60;0,60;0,65;0,60;0,70;0,60;0,50;0,60;0,40;0,55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
28/05/2003; ; ; ; ;0,50;0,60;1,38;0,70;0,60;0,60;0,65;0,60;0,70;0,60;0,50;0,60;0,40;0,55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
29/05/2003; ; ; ; ;0,50;0,59;1,36;0,70;0,60;0,60;0,65;0,60;0,70;0,60;0,50;0,60;0,40;0,55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
30/05/2003; ; ; ; ;0,50;0,59;1,36;0,70;0,60;0,60;0,65;0,60;0,70;0,60;0,50;0,60;0,40;0,55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
02/06/2003; ; ; ; ;0,50;0,59;1,35;0,70;0,60;0,60;0,65;0,60;0,70;0,60;0,50;0,60;0,40;0,55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
03/06/2003; ; ; ; ;0,50;0,55;1,35;0,70;0,55;0,58;0,65;0,60;0,70;0,60;0,50;0,60;0,40;0,55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
04/06/2003; ; ; ; ;0,50;0,55;1,35;0,70;0,55;0,58;0,65;0,60;0,70;0,60;0,50;0,59;0,40;0,55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
05/06/2003; ; ; ; ;0,50;0,59;1,35;0,70;0,55;0,58;0,65;0,60;0,70;0,60;0,50;0,59;0,40;0,55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
06/06/2003; ; ; ; ;0,50;0,55;1,30;0,70;0,55;0,57;0,65;0,60;0,70;0,61;0,49;0,60;0,40;0,55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
09/06/2003; ; ; ; ;0,52;0,55;1,30;0,70;0,55;0,55;0,65;0,60;0,70;0,60;0,49;0,60;0,40;0,55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
10/06/2003; ; ; ; ; ;0,54;1,30;0,70;0,55;0,55;0,65;0,60;0,70;0,60;0,49;0,60;0,40;0,55;0,65; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
11/06/2003; ; ; ; ; ;0,50;1,29;0,70;0,55;0,56;0,65;0,60;0,74;0,60;0,50;0,60;0,40;0,53;0,90; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
12/06/2003; ; ; ; ; ;0,46;1,28;0,70;0,50;0,55;0,64;0,59;0,74;0,60;0,50;0,60;0,40;0,50;0,90; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
13/06/2003; ; ; ; ; ;0,44;1,27;0,70;0,51;0,55;0,62;0,59;0,74;0,60;0,50;0,60;0,40;0,50;0,90; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
16/06/2003; ; ; ; ; ;0,40;1,26;0,70;0,50;0,55;0,62;0,59;0,75;0,60;0,50;0,57;0,40;0,50;0,90; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
17/06/2003; ; ; ; ; ;0,40;1,25;0,70;0,50;0,55;0,62;0,59;0,75;0,60;0,50;0,57;0,40;0,50;0,90; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
18/06/2003; ; ; ; ; ;0,40;1,25;0,70;0,51;0,55;0,62;0,59;0,75;0,60;0,50;0,57;0,40;0,50;0,90; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
20/06/2003; ; ; ; ; ;0,40;1,20;0,70;0,50;0,55;0,61;0,58;0,75;0,62;0,50;0,57;0,40;0,50;0,90; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
23/06/2003; ; ; ; ; ;0,34;1,19;0,69;0,50;0,55;0,60;0,57;0,74;0,60;0,50;0,59;0,40;0,50;0,90; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
24/06/2003; ; ; ; ; ;0,33;1,20;0,70;0,50;0,55;0,60;0,58;0,75;0,60;0,50;0,60;0,40;0,50;0,95; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
25/06/2003; ; ; ; ; ;0,30;1,13;0,69;0,50;0,55;0,60;0,56;0,75;0,60;0,50;0,59;0,40;0,50;0,95; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
26/06/2003; ; ; ; ; ;0,25;1,12;0,70;0,50;0,55;0,60;0,57;0,75;0,60;0,45;0,59;0,40;0,50;0,90; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
27/06/2003; ; ; ; ; ;0,17;1,10;0,69;0,50;0,55;0,60;0,57;0,72;0,59;0,45;0,57;0,40;0,50;0,90; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
30/06/2003; ; ; ; ; ;0,15;1,08;0,66;0,50;0,55;0,60;0,55;0,70;0,56;0,45;0,55;0,40;0,50;0,90; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
01/07/2003; ; ; ; ; ;0,12;1,05;0,66;0,50;0,55;0,60;0,54;0,70;0,56;0,45;0,55;0,40;0,50;0,85; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
02/07/2003; ; ; ; ; ;0,10;1,05;0,65;0,50;0,55;0,60;0,54;0,70;0,56;0,45;0,55;0,40;0,50;0,83; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
