IPCA - variação % - Mediana - Mensal - Período de 01/01/2005 a 31/12/2006 para jan/2005 a dez/2007
Data;jan/2005;fev/2005;mar/2005;abr/2005;mai/2005;jun/2005;jul/2005;ago/2005;set/2005;out/2005;nov/2005;dez/2005;jan/2006;fev/2006;mar/2006;abr/2006;mai/2006;jun/2006;jul/2006;ago/2006;set/2006;out/2006;nov/2006;dez/2006;jan/2007;fev/2007;mar/2007;abr/2007;mai/2007;jun/2007;jul/2007;ago/2007;set/2007;out/2007;nov/2007;dez/2007;
21/03/2005; ; ;0,60;0,45;0,38;0,40;0,63;0,45;0,38;0,38;0,40;0,45;0,46;0,42;0,40;0,40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
22/03/2005; ; ;0,63;0,45;0,38;0,40;0,63;0,45;0,37;0,38;0,40;0,45;0,48;0,44;0,40;0,40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
23/03/2005; ; ;0,64;0,50;0,40;0,40;0,62;0,45;0,37;0,39;0,40;0,45;0,48;0,44;0,40;0,40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
24/03/2005; ; ;0,63;0,50;0,40;0,40;0,62;0,45;0,37;0,39;0,40;0,45;0,48;0,44;0,40;0,40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
28/03/2005; ; ;0,62;0,50;0,40;0,40;0,62;0,45;0,37;0,39;0,40;0,45;0,47;0,45;0,40;0,40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
29/03/2005; ; ;0,60;0,50;0,40;0,40;0,62;0,45;0,37;0,39;0,40;0,45;0,47;0,45;0,40;0,40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
30/03/2005; ; ;0,60;0,50;0,40;0,40;0,62;0,45;0,37;0,38;0,40;0,45;0,47;0,45;0,40;0,40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
31/03/2005; ; ;0,60;0,50;0,40;0,40;0,61;0,45;0,37;0,38;0,40;0,45;0,48;0,45;0,40;0,40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
01/04/2005; ; ;0,60;0,52;0,40;0,40;0,63;0,45;0,38;0,39;0,40;0,45;0,48;0,45;0,40;0,40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
04/04/2005; ; ;0,60;0,52;0,40;0,40;0,63;0,45;0,38;0,39;0,40;0,45;0,48;0,45;0,40;0,40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
05/04/2005; ; ;0,60;0,53;0,40;0,41;0,63;0,45;0,37;0,39;0,40;0,45;0,48;0,45;0,40;0,40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
06/04/2005; ; ;0,60;0,55;0,41;0,40;0,63;0,45;0,38;0,38;0,40;0,45;0,48;0,45;0,40;0,40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
07/04/2005; ; ;0,60;0,55;0,44;0,40;0,62;0,45;0,38;0,38;0,40;0,45;0,48;0,45;0,40;0,40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
08/04/2005; ; ; ;0,60;0,45;0,40;0,60;0,44;0,38;0,38;0,40;0,45;0,47;0,42;0,40;0,40;0,35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
11/04/2005; ; ; ;0,64;0,45;0,40;0,61;0,45;0,38;0,38;0,40;0,45;0,46;0,42;0,40;0,40;0,35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
12/04/2005; ; ; ;0,64;0,45;0,40;0,61;0,45;0,38;0,38;0,40;0,45;0,45;0,44;0,40;0,40;0,32; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
13/04/2005; ; ; ;0,65;0,45;0,40;0,60;0,45;0,37;0,36;0,40;0,45;0,45;0,42;0,40;0,40;0,32; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
14/04/2005; ; ; ;0,65;0,45;0,40;0,60;0,45;0,37;0,37;0,40;0,45;0,45;0,42;0,40;0,40;0,32; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
15/04/2005; ; ; ;0,67;0,50;0,40;0,62;0,45;0,37;0,36;0,40;0,45;0,45;0,45;0,40;0,40;0,35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
18/04/2005; ; ; ;0,68;0,50;0,40;0,62;0,45;0,37;0,36;0,40;0,45;0,47;0,45;0,40;0,40;0,35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
19/04/2005; ; ; ;0,69;0,50;0,40;0,62;0,45;0,37;0,36;0,40;0,45;0,47;0,45;0,40;0,40;0,35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
20/04/2005; ; ; ;0,70;0,50;0,40;0,62;0,45;0,37;0,36;0,40;0,45;0,47;0,45;0,40;0,40;0,35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
22/04/2005; ; ; ;0,70;0,50;0,40;0,62;0,45;0,37;0,37;0,40;0,45;0,47;0,45;0,40;0,40;0,35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
25/04/2005; ; ; ;0,72;0,50;0,40;0,62;0,45;0,37;0,37;0,40;0,45;0,50;0,45;0,40;0,40;0,35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
26/04/2005; ; ; ;0,75;0,54;0,40;0,62;0,44;0,35;0,36;0,40;0,45;0,50;0,45;0,40;0,40;0,36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
27/04/2005; ; ; ;0,76;0,55;0,40;0,60;0,44;0,36;0,36;0,40;0,45;0,50;0,45;0,40;0,40;0,36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
28/04/2005; ; ; ;0,77;0,55;0,40;0,61;0,44;0,36;0,36;0,40;0,45;0,50;0,45;0,40;0,40;0,36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
29/04/2005; ; ; ;0,78;0,55;0,40;0,60;0,43;0,35;0,35;0,40;0,45;0,47;0,45;0,40;0,40;0,36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
02/05/2005; ; ; ;0,80;0,55;0,40;0,60;0,43;0,35;0,35;0,40;0,45;0,47;0,45;0,40;0,40;0,36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
03/05/2005; ; ; ;0,80;0,55;0,40;0,60;0,43;0,35;0,35;0,40;0,45;0,47;0,45;0,40;0,40;0,36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
04/05/2005; ; ; ;0,80;0,55;0,40;0,60;0,43;0,35;0,35;0,40;0,45;0,47;0,45;0,40;0,40;0,36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
05/05/2005; ; ; ;0,80;0,55;0,40;0,60;0,43;0,35;0,36;0,40;0,45;0,47;0,45;0,40;0,40;0,37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
06/05/2005; ; ; ;0,80;0,55;0,40;0,61;0,43;0,35;0,36;0,40;0,45;0,50;0,45;0,40;0,40;0,36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
09/05/2005; ; ; ;0,80;0,56;0,40;0,61;0,43;0,35;0,36;0,40;0,45;0,50;0,45;0,40;0,40;0,36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
10/05/2005; ; ; ;0,80;0,56;0,40;0,61;0,44;0,35;0,36;0,40;0,45;0,50;0,45;0,40;0,40;0,36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
11/05/2005; ; ; ; ;0,55;0,40;0,60;0,44;0,35;0,35;0,40;0,45;0,47;0,46;0,40;0,40;0,37;0,35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
12/05/2005; ; ; ; ;0,55;0,40;0,60;0,43;0,35;0,35;0,40;0,45;0,47;0,45;0,40;0,40;0,36;0,35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
13/05/2005; ; ; ; ;0,55;0,40;0,60;0,43;0,35;0,35;0,40;0,45;0,46;0,45;0,40;0,40;0,36;0,35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
16/05/2005; ; ; ; ;0,55;0,40;0,60;0,43;0,37;0,36;0,40;0,45;0,47;0,45;0,40;0,40;0,37;0,35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
17/05/2005; ; ; ; ;0,55;0,40;0,60;0,43;0,35;0,37;0,40;0,45;0,47;0,46;0,40;0,40;0,37;0,36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
18/05/2005; ; ; ; ;0,55;0,40;0,60;0,44;0,35;0,36;0,40;0,45;0,46;0,45;0,40;0,40;0,37;0,36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
19/05/2005; ; ; ; ;0,55;0,40;0,60;0,44;0,35;0,36;0,40;0,45;0,47;0,45;0,40;0,40;0,37;0,37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
20/05/2005; ; ; ; ;0,57;0,40;0,60;0,44;0,35;0,36;0,40;0,45;0,47;0,45;0,40;0,40;0,37;0,38; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
23/05/2005; ; ; ; ;0,57;0,40;0,60;0,43;0,36;0,36;0,40;0,45;0,47;0,44;0,40;0,40;0,37;0,39; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
24/05/2005; ; ; ; ;0,58;0,35;0,60;0,41;0,36;0,37;0,40;0,45;0,46;0,43;0,40;0,40;0,38;0,36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
25/05/2005; ; ; ; ;0,57;0,35;0,60;0,41;0,36;0,37;0,40;0,45;0,46;0,43;0,40;0,40;0,37;0,36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
27/05/2005; ; ; ; ;0,57;0,36;0,60;0,41;0,36;0,37;0,40;0,45;0,46;0,43;0,40;0,40;0,37;0,36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
30/05/2005; ; ; ; ;0,57;0,37;0,59;0,40;0,36;0,37;0,40;0,45;0,46;0,43;0,40;0,40;0,37;0,36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
31/05/2005; ; ; ; ;0,57;0,37;0,59;0,40;0,36;0,37;0,40;0,45;0,46;0,43;0,40;0,40;0,37;0,36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
01/06/2005; ; ; ; ;0,57;0,35;0,59;0,40;0,36;0,37;0,40;0,45;0,46;0,43;0,40;0,40;0,37;0,36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
02/06/2005; ; ; ; ;0,57;0,35;0,58;0,40;0,36;0,37;0,40;0,45;0,47;0,44;0,40;0,40;0,37;0,36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
03/06/2005; ; ; ; ;0,56;0,35;0,58;0,40;0,37;0,37;0,40;0,45;0,47;0,45;0,40;0,40;0,37;0,36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
06/06/2005; ; ; ; ;0,55;0,35;0,58;0,40;0,37;0,37;0,40;0,45;0,47;0,45;0,40;0,40;0,37;0,36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
07/06/2005; ; ; ; ;0,55;0,35;0,57;0,41;0,37;0,36;0,40;0,45;0,47;0,45;0,40;0,40;0,37;0,36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
08/06/2005; ; ; ; ;0,55;0,35;0,57;0,41;0,37;0,36;0,40;0,45;0,47;0,44;0,40;0,40;0,39;0,35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
09/06/2005; ; ; ; ;0,55;0,35;0,57;0,40;0,37;0,36;0,40;0,45;0,47;0,45;0,40;0,40;0,39;0,35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
10/06/2005; ; ; ; ; ;0,33;0,57;0,42;0,37;0,36;0,40;0,45;0,46;0,44;0,40;0,40;0,39;0,35;0,50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
13/06/2005; ; ; ; ; ;0,32;0,55;0,40;0,37;0,36;0,40;0,45;0,46;0,43;0,40;0,40;0,37;0,36;0,40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
14/06/2005; ; ; ; ; ;0,32;0,55;0,40;0,37;0,36;0,40;0,45;0,46;0,43;0,40;0,40;0,37;0,36;0,40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
15/06/2005; ; ; ; ; ;0,31;0,55;0,40;0,37;0,37;0,40;0,45;0,47;0,42;0,40;0,40;0,37;0,36;0,45; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
16/06/2005; ; ; ; ; ;0,30;0,55;0,40;0,37;0,37;0,40;0,45;0,47;0,43;0,40;0,40;0,36;0,36;0,50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
17/06/2005; ; ; ; ; ;0,30;0,55;0,42;0,38;0,37;0,40;0,45;0,47;0,43;0,40;0,40;0,36;0,36;0,48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
20/06/2005; ; ; ; ; ;0,26;0,55;0,41;0,37;0,37;0,40;0,45;0,47;0,44;0,40;0,40;0,35;0,36;0,50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
21/06/2005; ; ; ; ; ;0,25;0,55;0,42;0,37;0,37;0,40;0,45;0,47;0,43;0,40;0,40;0,35;0,37;0,50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
22/06/2005; ; ; ; ; ;0,21;0,55;0,43;0,38;0,37;0,40;0,45;0,47;0,43;0,40;0,40;0,35;0,38;0,50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
23/06/2005; ; ; ; ; ;0,20;0,55;0,43;0,38;0,37;0,40;0,45;0,47;0,43;0,40;0,40;0,35;0,38;0,50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
24/06/2005; ; ; ; ; ;0,17;0,54;0,43;0,38;0,37;0,40;0,45;0,46;0,43;0,40;0,40;0,35;0,38;0,50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
27/06/2005; ; ; ; ; ;0,13;0,54;0,43;0,38;0,37;0,40;0,45;0,46;0,43;0,40;0,40;0,35;0,38;0,50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
28/06/2005; ; ; ; ; ;0,13;0,54;0,43;0,38;0,37;0,40;0,45;0,46;0,43;0,40;0,40;0,35;0,38;0,50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
29/06/2005; ; ; ; ; ;0,10;0,52;0,43;0,39;0,37;0,40;0,45;0,46;0,43;0,40;0,40;0,35;0,38;0,50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
30/06/2005; ; ; ; ; ;0,10;0,50;0,43;0,39;0,38;0,40;0,45;0,46;0,44;0,40;0,40;0,35;0,38;0,50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
