IPCA - inflação acumulada para os próximos 12 meses - variação % - Mediana - Período de 01/01/2010 a 31/12/2011
Data; ;
04/01/2010;4,39;
05/01/2010;4,39;
06/01/2010;4,39;
07/01/2010;4,39;
08/01/2010;4,39;
11/01/2010;4,40;
12/01/2010;4,43;
13/01/2010;4,50;
14/01/2010;4,50;
15/01/2010;4,50;
18/01/2010;4,52;
19/01/2010;4,52;
20/01/2010;4,54;
21/01/2010;4,59;
22/01/2010;4,61;
25/01/2010;4,65;
26/01/2010;4,65;
27/01/2010;4,64;
28/01/2010;4,62;
29/01/2010;4,65;
01/02/2010;4,65;
02/02/2010;4,65;
03/02/2010;4,65;
04/02/2010;4,66;
05/02/2010;4,50;
08/02/2010;4,50;
09/02/2010;4,52;
10/02/2010;4,52;
11/02/2010;4,50;
12/02/2010;4,50;
17/02/2010;4,51;
18/02/2010;4,56;
19/02/2010;4,56;
22/02/2010;4,64;
23/02/2010;4,64;
24/02/2010;4,65;
25/02/2010;4,65;
26/02/2010;4,65;
01/03/2010;4,66;
02/03/2010;4,67;
03/03/2010;4,67;
04/03/2010;4,68;
05/03/2010;4,49;
08/03/2010;4,50;
09/03/2010;4,57;
10/03/2010;4,58;
11/03/2010;4,58;
12/03/2010;4,57;
15/03/2010;4,56;
16/03/2010;4,57;
17/03/2010;4,57;
18/03/2010;4,60;
19/03/2010;4,64;
22/03/2010;4,68;
23/03/2010;4,68;
24/03/2010;4,72;
25/03/2010;4,71;
26/03/2010;4,72;
29/03/2010;4,72;
30/03/2010;4,72;
31/03/2010;4,72;
01/04/2010;4,72;
05/04/2010;4,72;
06/04/2010;4,75;
07/04/2010;4,75;
08/04/2010;4,62;
09/04/2010;4,70;
12/04/2010;4,71;
13/04/2010;4,71;
14/04/2010;4,71;
15/04/2010;4,73;
16/04/2010;4,77;
19/04/2010;4,81;
20/04/2010;4,82;
22/04/2010;4,82;
23/04/2010;4,83;
26/04/2010;4,86;
27/04/2010;4,85;
28/04/2010;4,85;
29/04/2010;4,84;
30/04/2010;4,84;
03/05/2010;4,84;
04/05/2010;4,84;
05/05/2010;4,84;
06/05/2010;4,84;
07/05/2010;4,80;
10/05/2010;4,78;
11/05/2010;4,80;
12/05/2010;4,82;
13/05/2010;4,80;
14/05/2010;4,81;
17/05/2010;4,80;
18/05/2010;4,84;
19/05/2010;4,85;
20/05/2010;4,85;
21/05/2010;4,84;
24/05/2010;4,84;
25/05/2010;4,84;
26/05/2010;4,84;
27/05/2010;4,84;
28/05/2010;4,84;
31/05/2010;4,85;
01/06/2010;4,87;
02/06/2010;4,89;
04/06/2010;4,85;
07/06/2010;4,89;
08/06/2010;4,89;
09/06/2010;4,72;
10/06/2010;4,72;
11/06/2010;4,76;
14/06/2010;4,76;
15/06/2010;4,78;
16/06/2010;4,74;
17/06/2010;4,77;
18/06/2010;4,79;
21/06/2010;4,70;
22/06/2010;4,70;
23/06/2010;4,70;
24/06/2010;4,70;
25/06/2010;4,70;
28/06/2010;4,70;
29/06/2010;4,70;
30/06/2010;4,70;
01/07/2010;4,70;
02/07/2010;4,69;
05/07/2010;4,69;
06/07/2010;4,69;
07/07/2010;4,90;
08/07/2010;4,90;
09/07/2010;4,90;
12/07/2010;4,90;
13/07/2010;4,92;
14/07/2010;4,92;
15/07/2010;4,93;
16/07/2010;4,88;
19/07/2010;4,83;
20/07/2010;4,80;
21/07/2010;4,80;
22/07/2010;4,80;
23/07/2010;4,82;
26/07/2010;4,83;
27/07/2010;4,83;
28/07/2010;4,83;
29/07/2010;4,83;
30/07/2010;4,80;
