"Index" "X521274780" "X31873" "X32194" "X31845" "X35921" "X35923" "X36495" "X37660" "X600803224" "X600803227" "X600803230" "X1506214474" "X1506214519" "X1506214564" "X1506214609" "X1506214652" "X1506214698" "X1506214787" "X33210" "X32130" "X32133" "X33670" "X33672" "X36473" "X38366" "X38513" "X39615" "X39617" "X39618" "X39619" "X33239" "X39938" "X39939" "X39621" "X34116" "X37821" "X32289" "X39421" "X39424" "X39720" "X39721" "X35579" "X35580" "X35581" "X35582" "X35590" "X36915" "X35674" "X35675" "X35676" "X35677" "X35690" "X36916" "X1693727000" "X32284" "X32287" "X548454529" "X35918" "X39875" "X39418" "X39419" "X39531" "X32226" "X32110" "X32060" "X32090" "X36719" "X36716" "X36715" "X36714" "X32088" "X32072" "X1505384299" "X1505384254" "X39057" "X1414756693" "X33696" "X38357" "X38358" "X2027247947" "X33217" "X37852" "X37853" "X40075" "X32035" "X39638" "X848760088" "X848760089" "X848760090" "X848760086" "X33684" "X33692" "X33212" "X37655" "X37656" "X1684652394" "X33694" "X39625" "X37657" "X33208" "X33690" "X37654" "X31875" "X32241" "X32101" "X32220" "X32210" "X40080" "X40082" "X1067371625" "X1067371640" "X1067371633" "X1067371629" "X1067371627" "X1067371638" "X1067371636" "X1067371632" "X32237" "X32244" "X32245" "X1378" "X1586"
"1996-02-01" -0.0408206773698332 -0.0249007394343224 0.0124689894797338 0.0265940761738115 -0.0270327835717046 -0.0740680732068677 -0.0448420635954507 -0.0400810258649553 0.221791286064196 0.0123895390120934 0.151375613606419 0.0821657332278338 -0.0115347649474549 -0.075666818923013 0.0297648050716122 -0.104740111645445 -0.020215714517005 -0.0161363358359177 76.4213 -0.114572856254282 -0.0563881646849591 0.0140665050166762 0.000311138770400454 0.71 0.00263254390086498 1.03 0.76 0.77 0.11 0.47 0.563800000000015 -53.3584083935465 -5317.86993962189 1.46 0.4 0.00297909717478717 2254 157.84 515.608 0.0167984052808556 0.065215154455573 -0.0411110022254331 -0.034826957104098 0.0527563524393111 -0.016507688741215 -0.019342962843131 -0.00145454571099535 0.00370028174285597 0 -0.00224719195690515 -0.024748169689194 -0.0204985215483413 -0.0197738341604623 -0.0188778581765892 1282 951 0.00429999999999997 0.00304105657577894 0.00252605354655078 26.682 3752.9239 239.627 0.0697365167834842 -0.0975149772803512 -0.186630727264783 0.0103702897525615 1.3398000593883 1.01573789963377 1.16579233890923 1.17470058398495 0.00945875191666801 0.00180457530020206 -508.574840146491 -808.523199049787 -0.0124069651022278 -0.0156168037468287 0.0329096644823421 0.018798808045589 0.0582495075792515 -0.0132838499612884 0.0131701838305567 0.6792 0.549500000000001 6562 0.015228720701824 0.0139301036631343 -0.0754112393550752 0.0569360756969246 -0.106658374373427 -0.00688627420796273 0.0100723176358546 -0.00662183641648095 -0.00613352770779851 0.0520563619560535 0.0682082500265335 -0.00985377462831316 -0.00261528921070964 -0.0144172994530658 0.0215062052209638 -0.00582776990858136 -0.00122774723832197 0.00546449447207831 -3.762 -0.0913784663831761 0.00674987222172956 -0.0549999999999999 -13.6131 0.0253178079842895 0.0149584839303358 0.0238445829403275 -0.000686389676209487 0.00296208432438583 -0.006998711126462 -0.0160209313967545 0.017173671929978 0.0266407900039578 0.00174088464648747 -0.104345168204642 -0.122548220882481 -0.2901 0.230929203754439 -0.00144196131690144
"1996-03-01" 0.00905679869633147 0.0906785344409986 -0.0365971440915578 0.181749637990833 0.0300407382551979 0.0449792882778732 0.0411769973089191 0.137127442506289 -0.0179775008896534 -0.00529101763441542 0.128453716700626 0.0800519855314645 0.0944733545973735 0.102560487390421 0.159506133041655 0.0852769295239169 0.0947424280858193 0.10135399037152 77.9363 -0.0281534368922323 -0.0314001829321757 0.000965989941335899 -0.00148742633532439 0.29 -0.026361890400076 0.35 0.22 0.22 0.98 -0.07 2.02500000000001 104.486322024158 -914.887569839325 0.43 0.23 0.0064414107491082 -41 30.0679 -505.09 0.0183374054431535 -0.00125304703430817 -0.00101960429651626 0.00980739942797193 -0.035531231372989 -0.0492310985453503 0.14349139236659 0.120786768354208 0.00735973883208008 -0.00104986886283687 -0.00450959050597532 -0.0091533819864873 0.00589972212718859 0.0008806693655945 0.0178931215140494 1239 -414 -0.00259999999999994 0.00504796629730478 -0.00850169993089089 25.519 1549.0759 276.868 -0.0661783532884588 -0.0086758931052433 0.0567861503646796 -0.0294991676043566 0.287324562980375 0.27341698887113 0.280025552454956 0.280617364119179 0.0256901978300323 -0.00316156366443643 -3633.02198121679 843.268406168828 -0.016269872678226 -0.00556899735687111 0.0765178050057522 -0.017105900920436 -0.00800783415643203 -0.0144549165990746 0.0927674250024095 1.262 4.388 38554 0.0322208790111631 0.0759401563531323 0.108410070434653 0.178728796702734 0.0880833033437431 0.117927889716172 0.0360889717403898 0.0251514321431809 -0.00318414873943507 0.0833816089390509 0.104261010324409 -0.00832238952145392 0.00457323426276268 -0.021055648134964 0.041672696400568 0.0458086212768745 0.00856274344988783 -0.0045516692147185 -0.0565 -0.0571859310726173 0.00508337816893829 -0.1861 -1.1617 0.039590467271009 0.0112897421446005 0.0435895588990558 0.00728800518613326 0.00127507482190303 0.0121159187751978 0.0377026811503054 -0.0241383013907264 -0.0416373385532811 0.006739030745333 -0.0480618320177892 -0.0684435718301846 -0.1486 0.13052273088255 -0.00158856268513752
"1996-04-01" 0.00371913893724241 -0.00403595971973836 0.0203569370687449 -0.111945203400317 -0.0291393972314271 -0.0193817245779009 -0.0783876923150295 -0.0482305797018689 0.136311680183006 0.19535153398455 -0.058309161953126 -0.047304961683639 0.00327054982340425 -0.0185838317178462 -0.00716920326442239 -0.0223586549725878 -0.00760098671413711 -0.00788558778087722 77.1061 -0.0455338288138964 0.00446455318319039 0.00483413177542946 0.00371442572790492 0.93 0.00188616142305253 1.26 0.7 0.7 0.25 0.41 1.03289999999998 -47.3792207318086 -1105.83432375028 1.31 1.62 0.00943355375427135 1016 -133.7415 -682.256 -0.00323765859333314 0.0385816246864419 0.00296323950508715 -0.022732783521926 -0.0417298547721412 0.0092190374214649 0.0446724400515928 0.0498216237760936 -0.00367309871186094 0.0187310367060629 0.0112360732669261 0.039441732051297 0.213687216072174 0.225722382892259 0.00882791412356543 1197 309 0.00609999999999999 0.0268272422331442 -0.0309945694541263 33.498 2590.8829 245.406 0.487930272827423 0.0717768964523753 0.164652388621079 0.0311754226943286 0.861280982135386 0.798258046663592 0.826506348497936 0.832253416802164 0.00514952752455144 0.0130836462654695 5170.31245303557 -751.101138119061 -0.000743633319107317 -0.0478454952180911 -0.0091687651927419 0.0283494056092728 0.0357504859899507 0.0222522270591075 -0.00900355311757739 10.2792 -0.9033 26794 0.00970881412696123 -0.0175385400983767 -0.018163764675637 0.0118459018479404 -0.02780974349335 -0.0254663765266594 -0.0129724935713833 -0.011950509668667 -0.00243458064832502 0.058268908123976 0.0853598489511569 -0.00664227181787069 0.017449224753614 -0.0129801714271247 0 -0.00890856194465517 0.0048602768822521 0.00636655174554157 4.2221 -0.0712855346841657 0.00414917358903926 0.0694 3.0012 -0.0046317822500388 -0.0306907033944972 0.0069266457913475 -0.012199759072292 -0.0022812801726193 -0.0157194889617589 -0.0214094503430236 -0.0108342875693186 -0.00893875940653466 0.000356824479572637 -0.0776074094337849 -0.0763662545359247 -0.1542 -0.0752128535704841 0.0024539889615669
"1996-05-01" 0.0698564932896133 0.040162067912128 0.00125865340719589 0.0474066822627455 0.00222080710894268 0.123011533270232 0.0322499361177426 0.13788971627803 -0.263466855668252 0.115922720484051 0.115885888843639 0.0691095916504922 0.0519582081243817 0.121515319310256 0.102939279645213 0.127618663067135 0.078831453877922 0.0819374542314399 78.3762 -0.0028315333775577 -0.0295289839594588 0.0360632800402341 0.00229087282503126 1.28 0.0217108397892378 1.22 1.68 1.69 2.16 1.34 3.2647 310.385070663231 911.796803889221 2.08 1.34 -0.00151553451589326 2625 -174.5125 941.482 0.0132178666644283 0.0721058207468754 -0.0676068698790742 0.0391586514639428 0.0118332808226747 0.0132057297165256 0.0412102686466627 0.0420583433280601 0.0173282949610707 0.00103039679389649 0.00111669470007492 -0.0189632007077565 0.0531917287498436 0.0535618501507233 0 1082 2631 0.0122 0.00293685967330961 -0.0186709137687933 31.782 3297.1235 224.507 -0.286759861245608 -0.00706420332041624 -0.270812108697299 0.0764858355171452 1.87396242265112 2.0326520973264 1.93603327781519 1.96856033059884 0.0156239695698783 0.00136695006682963 -2480.38062745704 682.593629216453 0.00710940999282528 0.0279184189589401 0.0778128287296269 -0.0526615087351647 0.00876740821119348 -0.0222522270591075 0.0798219038962644 -7.4011 0.2295 -53162 0.0402421162784332 0.090947738183897 0.122360695349018 0.130281705706181 0.120350054558406 0.0464497755488464 0.0215292993929888 0.0130297257458105 -0.00291656948329777 0.0125001627642312 -0.0183491386681967 -0.00635616256774973 0.00574815002775786 0.021754034687766 0.0784716154414951 0.0287465739398423 -0.00364299127850032 -0.0275752766228043 10.9177 -0.0270551691221984 0.00513725632469518 0.139 5.176 -0.02920603253152 -0.0234244944632129 -0.00387748088689932 -0.0093342677145607 -0.0179293816625279 -0.0294569815780559 0.002459120368 0.00469264380289047 0.0135283220053406 -0.0195476114830555 -0.0142640227368487 -0.0207907696690738 -0.0709 0.0987382622694053 0.00431593246556794
"1996-06-01" 0.0111356288347864 -0.0431002140083372 -0.0139330943039244 -0.0127429374594721 -0.0789969121227712 -0.10101175231475 0.0555906356301943 -0.020013844950876 -0.097137141032837 0.0115905998149097 -0.1863574288428 -0.0835710746463247 -0.0530472033315244 -0.0611438595870712 -0.165940060956865 -0.0306177605689761 -0.0518965706599657 -0.053176136112687 77.5252 -0.0207507196402954 0.00891722753018342 0.0201937886991246 0.00394074800282507 1.33 -0.0101675864010193 1.19 1.22 1.22 1.54 0.94 0.169800000000009 655.240624415551 -146.408836882244 1.57 1.41 -0.00324083735143521 603 30.9594999999999 -68.562 0.00202694219856525 -0.012714236720746 0.0548583605520463 -0.0695679564664085 -0.0227964280923842 0.0529128032650839 -0.0172283039601773 -0.0192473566816087 0.00630916919326463 -0.0134786903204649 -0.00335383209843076 0.0364882932631367 -0.158288357349798 -0.159937475410418 0 568 1302 0.0144 0.011661939747843 0.00682062030597486 29.783 2236.2221 166.182 -0.131009152583585 0.00155806711781814 0.191002264017742 0.0600203251045901 1.44146356301384 1.4888244427645 1.45610929691264 1.47389340236118 0.010093288418819 0.014068921618879 1812.22003420855 -382.638317351391 0.0685185749159292 0.0814291184788054 -0.0692964426616829 -0.030977485740241 0.0215880094237555 0.0212808816694743 -0.0745842559584098 -1.819 1.1444 5418 -0.012451522739318 -0.00313495731292779 -0.0564136825115442 -0.187228088928114 -0.0187308315258585 -0.0369856093196512 -0.0479919570230081 -0.029558906186999 -0.00197703303655228 0.00619197024792095 -0.0093023926623137 -0.00143110875827368 -0.00574815002775786 0.0116502059059602 0.0370412716803492 -0.0532808635116675 -0.0159414779976883 0.0129631444905112 5.5151 -0.0177945097793375 0.00601023546173935 0.00649999999999995 -2.7257 0.00666986750910681 0.0135810145352968 0.00694622999824723 -0.00729373944006362 -0.0383373656730122 0.00749593878745181 -0.00573443558527131 0.0182720023495211 -0.024221773785694 -0.0193066731567946 -0.0328064505530568 -0.0562800168578582 0.0211 -0.114060285801816 0.00186446809120611
"1996-07-01" 0.0419183225201074 0.0405889996044575 -0.00511510066677001 0.0413904361405439 0.0548689476002986 0.0991104528131164 0.0781009594906257 0.0591445380406359 0.0249729209313809 -0.00192246134185492 0.255940860947653 0.1199387188172 0.108865262734328 0.157217689676693 0.203019033136258 0.14431612036924 0.122401446721432 0.129098504956906 78.8368 0.00319123506927532 0.00476893990556881 0.0383961103361088 0.0012844666948375 1.2 0.00594298433043594 1.11 1.09 1.09 0.75 1.38 4.42089999999999 -366.28866727008 2192.38950223359 0.76 1.31 0.00131785715256516 -476 -390.2004 -407.923 -0.0224839891880855 -0.0861819281937137 0.000936066716294981 -0.0092955915043671 -0.0181656184121008 -0.0692107876359733 0.180212963498195 0.142636884460758 0.00894460346289883 0.017589693026987 -0.00561483788432948 -0.0421348356513462 0.151508670364419 0.149452159045705 0.0354953330145298 796 1137 0.0115000000000001 0 -0.00779072185466934 33.781 2105.322 193.658 0.0606998567106984 -0.0150967021744499 -0.252046472721251 0.0157238900384851 1.30185848056256 1.45225741925337 1.36826351540666 1.38321875696503 0.0150566234493059 0.00472430748866515 -1512.62438912861 342.634651143242 -0.00482951319383496 -0.0343538743917886 0.100455803034956 -0.0551204909748577 -0.0182681599175414 -0.017647516813577 0.0915421088727193 -1.1362 -3.2936 -5563 0.0406653651832602 0.0793178581649769 0.159192280186608 0.227070701056379 0.141460862262361 0.12314560844476 0.0511815891673253 0.0198029664123069 -0.00131737002727128 -0.0313505298840759 -0.0380998462322704 -0.00308770473530107 0.0139945750016803 0.0221803230424182 -0.0183491386681964 0.0583279187871106 0.00493219248931887 0 1.3137 -0.0249379266504998 0.00557714820781193 0.0760000000000001 1.4158 0.00284495213223135 -0.00541029272824733 0.0135465589772732 -0.0153951601089179 -0.0105621193653995 -0.00509858396563523 -0.0193882910239367 -0.018842714631969 0.0496065332892215 -0.0831921220216874 -0.0141198359132588 0.0109696300144659 -0.0248 0.232295858497157 0.000286532953249541
"1996-08-01" -0.0066752058774977 0.0330797235470861 -0.0116055461203084 0.0462774002397559 -0.012627253236376 -0.0714427232186727 0.000269082430540912 0.0228410515570516 0.138737826804437 0.0729618927654325 0.0642510894803809 -0.0469903142831978 -0.0127849635234396 0.0129637160989411 0.031469035374478 0.00750740857341281 -0.00659320406321662 -0.00493780351677842 79.1389 -0.0537883510837709 -0.0372244745219881 -0.0103694870390258 0.00436340730128926 0.5 -0.01186797597338 0.44 0 0 0.23 -0.05 -0.502700000000004 598.493035373792 -3465.59982336951 0.01 0.34 -0.00732082578206938 122 413.4052 666.416 0.0156663697714059 0.025574420709054 -0.0199392384234613 0.0317060688645094 -0.0174531752093188 0.0372367728090133 -0.044511730787697 -0.0306286482982578 -0.00178253166628384 0.004094171532663 -0.0147478566345551 0.0399609217517272 -0.0114026320978113 -0.0176475168135788 -0.0190300699990136 834 672 0.00360000000000005 -0.0019342365798309 -0.00298716431172075 35.732 1361.2196 179.179 -0.0413128861589858 0.0278322877858361 -0.0284582405181268 0.0150191846803569 0.00496324225354224 0.00421407361149813 0.00458865793252018 0.00458865793252018 0.0124140961116286 0.011115606451737 1001.15955712102 -720.199103504243 -0.00608907466532393 0.0269688289418539 0.0070545650417877 0.0547629011265993 0.0733678892306582 0.0349889918500654 -0.00332044661512487 -3.7233 -2.8649 -21069 -0.009822519472519 -0.0534228846548608 0.0137989533876048 0.0346018515272002 0.00559935993692129 -0.0181737235749164 -0.00960036245212414 -0.00436716368882095 -0.00465716966475949 -0.0128206884290614 0 -0.0145741312251291 0.00629716620175502 0.00748990317205855 -0.0377403279828472 -0.00448693398315747 0.0110092855083694 0.0352499215784263 2.2243 0.0201726332367599 0.00643471012024035 -0.1133 -3.808 0.0150378773645405 0.0285224326039959 0.00815911299995165 -0.0109483878347643 -0.0114372342775759 -0.00179353309125574 -0.00778109568788032 -0.0232067332927972 0.0335201326043393 -0.0642032193017652 0.0194150697344178 -0.00402458801780481 0.0424 -0.0153197051591594 -0.00057314803116526
"1996-09-01" -0.0431881277113177 -0.00170047258884054 0.0505796805520839 -0.0309043638623567 -0.0617300528758769 -0.0384749616422821 -0.0218962033344159 -0.0392514423070782 -0.190208148897286 -0.361713598435037 -0.090424117490814 -0.0135227066179944 -0.013842200973917 -0.0392242179346791 -0.027221272063171 -0.0428422572472611 -0.0230015368054248 -0.0252605696350781 79.3705 0.0217951651295269 0.0298454760664786 0.0057823799019836 0.00324949034199662 0.02 -0.00479445068214535 0.15 0.13 0.13 0.22 0.41 0.192800000000005 501.807406728346 4128.41386345891 -0.35 0.07 -0.00429536352786819 -868 -26.4284 -511.771 0.0462686822614646 0.0449855871529685 0.00902661837121421 0.0228139134274645 0.039655940808391 -0.0209387884381238 0.00412939334201123 0.0182789361338553 0.00711114107750266 -0.00717583807007127 -0.00114351070207963 -0.00545555090153726 -0.0614850836506808 -0.0626381747027285 -0.0174423026633423 1063 -188 -0.00350000000000006 0.00675352301577992 0.00242240912473424 33.8 994.2184 165.019 -0.0437802956282969 0.00395383105287728 0.068259561527535 0.0104500114397883 0.141474307964646 0.186170090652749 0.162700129450419 0.162887141093465 0.0204798649269513 0.012861779052324 -919.361210636835 515.197935951327 -0.0401656873035012 -0.00271296825617462 0.00816843026076697 0.00606170513615556 -0.0197314075032065 0.0135970474256268 -0.00238815003794013 1.2191 -0.5499 8529 0.037993396439215 -0.0400738207281659 -0.0375937532318007 -0.0347370140603518 -0.0397809594013108 -0.00106067044309643 -0.0282623664230357 -0.0143254263531798 0.00136605839667503 -0.0462128431551316 -0.0396091380950456 -0.00134627795416087 -0.00503492708918385 -0.00225133128246391 -0.0594234204708006 -0.0269766872853818 -0.00243605479788123 0.0219596000222468 2.9939 -0.03295752833251 0.00580510313255773 -0.1113 0.9481 -0.00373832211060687 -0.0123785842326392 -0.00363034893464231 0.00659742741610536 0.0078648460286157 -0.0112822935242303 0.00617037875526272 0.0165743158060625 0.066836457197871 -0.0252125310975657 -0.0347452790903593 -0.00914248286332153 0.0345000000000001 -0.0288569333818298 0.000859598906798986
"1996-10-01" 0.0702926529034666 0.0675339768958025 0.0171153322192676 -0.0180450486552104 0.0590339392169863 0.0451125176383433 0.0257897838535479 0.0193366717782855 0.384493311320485 0.417943999481352 0.00458390249650975 0.0421736082983646 0.0362441817262011 0.0620066143550844 0.076255935501325 0.057690077521003 0.0441712183131378 0.0425803521425827 79.9226 0.0205255675218226 0.0282351505240417 0.00315950802511011 0.00197684693761691 0.38 -0.00910034453665354 0.3 0.22 0.22 0.26 0.24 0.617699999999985 -124.20891948979 -4605.59334706156 0.18 0.5761 -0.00421096498588724 -175 -65.6049 -885.613 0.0247184447674265 0.0394090416798241 -0.086495567415084 -0.0370450212749249 -0.0180917628925501 0.00202925579062718 0.160800420740075 0.146479012131103 -0.0278419420801868 -0.00930239266231325 -0.00343839880303243 -0.0288588284619804 0.0264756739840277 0.0175844588792575 0.00584796988242253 -507 2189 0.000799999999999912 0.0560894666510436 -0.0139680311879777 91.246 4716.3929 184.877 0.125567841262376 -0.0193751357461167 0.183148173529618 0.0199438784126329 0.317621469521078 0.239591187751444 0.276415514273554 0.277068097275211 0.0168098913260284 0.0111659075079036 1005.05497650878 -255.583284241309 0.0502411127948612 0.0412178860124151 0.0437698023155551 0.023885926594672 -0.0154320997065813 0.00438734642962579 0.0458420560842239 0.5704 2.3679 19710 -0.0229215210805522 0.12933624819965 0.0799844161967052 0.0971762642705114 0.0779570719862281 0.0518025566049349 0.0196510796747296 0.0154188040708823 -0.0018953871510643 0 -0.0204088716312074 -0.00494925095973908 0.0125391876779855 -0.00482671026927495 0.040005334613699 0.0207256508204932 0.0085003547653919 0.00260303834616238 1.3386 -0.0241859398572951 0.00567405161498855 0.1448 -2.6434 0.0240529634617861 0.0141345109349045 0.0157040057068265 0.0112454665507773 0.00533866180919951 0.00309676399745484 0.00210777439674281 0.0277853662060288 0.0335125647814216 0.0194866819356907 -0.0150298339105849 -0.010282014298192 0.0799 0.0207194377231605 -0.00157649620612421
"1996-11-01" 0.0380290430399022 0.0193643510995294 0.0168273201325251 -0.00312639825891559 -0.0258135620558662 -0.126735773150409 -0.0199857778889152 0.0055508086483318 -0.215239953571253 -0.446604232954021 -0.0342547210724327 0.0038441051074658 -0.0550415161043851 -0.0391247944922322 -0.0139636636675249 -0.0469671054844172 -0.0465007407558424 -0.0485707853920188 80.0263 -0.0492233547743943 -0.0318092668058068 0.000198170228873806 0.00354512789801387 0.34 -0.0219477320991066 0.32 0.28 0.28 0.58 0.24 0.619700000000023 1240.94943467271 -1144.64549068236 0.25 0.3356 0.000925878364584243 1871 -19.1239 1338.889 0.07849089193342 0.0206105228311291 0.0744099656815704 -0.017474961017049 -0.0373025539973773 -0.00406263783496286 -0.125709100928804 -0.144795510049988 0.000910332334146169 -0.0252379325898628 0 0.0985808286724481 -0.0739252736970157 -0.0681745408357184 0.0240049932672584 -78 2622 0.00170000000000003 -0.00455581653586082 -0.0116577085429803 35.816 4143.3437 149.656 -0.0849162560385839 0.0412160560023374 -0.0118045006865088 0.0211884230743777 0.305921514219771 0.307965947182358 0.306479086845931 0.307408374556198 0.00426184507037775 0.00992485441345536 -238.641262419708 -467.173510098086 0.111234107244268 0.240734827029138 -0.0304945099894187 0.0394743322321354 0.00447606058901506 -0.00690307102687271 -0.0182932038585433 -1.1942 -2.637 -15481 -0.00675424706556438 -0.00515861590150735 -0.0482462424807428 -0.0299421702104787 -0.0557683163578968 -0.0688201449989148 -0.032969939966895 -0.0254576893122236 -0.00449684711693621 -0.0204785313435405 -0.0103627870355463 -0.00418132482561795 0.0172951974290836 0.11142608531121 -0.040005334613699 -0.0292252435707203 0.0179753192186363 -0.00260303834616238 2.0343 -0.0296508112089862 0.00515690756073341 -0.0521999999999999 1.2503 0.0208058160872744 0.0268298222091756 0.0210412792365542 -0.0125697944661596 -0.108244571505715 -0.00526293009908052 0.00519628771720271 -0.0381071637636587 0.0641232735528678 0.0184413009928015 -0.0338160731725436 -0.0153418462660632 0.0727 -0.0530643056656519 -0.00272890654089331
